sample	H9.24h_066	H9.96h_029	H9.96h_180	H9.96h_095	H9.72h_094	H9.96h_056	H9.96h_165	H9.72h_050	H9.00hb4s_067	H9.72h_072	H9.12h_103	H9.96h_023	H9.36h_110	H9.24h_052	H9.72h_125	H9.96h_184	H9.36h_058	H9.96h_182	H9.72h_128	H9.96h_146	H9.96h_110	H9.96h_072	H9.72h_106	H9.72h_086	H9.36h_086	H9.36h_084	H9.96h_056	H9.72h_097	H9.00hb4s_056	H9.00hb4s_084	H9.24h_063	H9.96h_123	H9.00hb4s_058	H9.36h_112	H9.24h_054	H9.36h_163	H9.36h_083	H9.96h_179	H9.72h_034	H9.00hb4s_045	H9.00hb4s_096	H9.36h_010	H9.72h_068	H9.36h_029	H9.24h_029	H9.36h_147	H9.12h_062	H9.12h_043	H9.96h_104	H9.36h_103	H9.24h_021	H9.96h_192	H9.36h_126	H9.36h_171	H9.72h_105	H9.96h_040	H9.00hb4s_072	H9.72h_016	H9.12h_005	H9.36h_101	H9.00hb4s_087	H9.00hb4s_067	H9.96h_021	H9.72h_077	H9.36h_109	H9.00hb4s_053	H9.36h_119	H9.96h_184	H9.72h_029	H9.96h_059	H9.72h_040	H9.36h_170	H9.96h_039	H9.96h_116	H9.96h_169	H9.96h_175	H9.00hb4s_078	H9.96h_113	H9.36h_103	H9.36h_176	H9.96h_182	H9.36h_092	H9.96h_015	H9.96h_081	H9.96h_158	H9.36h_074	H9.36h_159	H9.24h_075	H9.72h_113	H9.12h_038	H9.96h_098	H9.24h_026	H9.72h_035	H9.24h_033	H9.00hb4s_016	H9.96h_114	H9.72h_087	H9.96h_160	H9.36h_096	H9.72h_111
DDX26B	0.0	1.585	0.0	0.0	1.585	7.0553	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.585	0.0	0.0	4.2479	7.0553	8.817	1.585	0.0	0.0	0.0	2.3219	0.0	3.585	2.8074	2.0	0.0	0.0	3.275	1.0	4.3219	0.0	0.0	0.0	0.0	0.0	2.585	4.4594	0.0	6.7142	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.1699	0.0	0.0	0.0	0.0	0.0	0.0	4.6439	0.0	0.0	1.0	0.0	6.6883	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.3923	0.0	3.8074	0.0	6.1898	0.0	0.0	6.6582	0.0	0.0	2.0	6.6724	0.0	2.0	0.0	6.0	0.0	4.9069	0.0	3.9069	7.4594
DDX53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
DEPDC1	0.0	7.5699	0.0	4.9542	4.6439	0.0	6.2288	9.1396	6.1699	1.585	6.7279	0.0	4.0	1.0	7.2761	0.0	6.9307	1.585	8.8611	0.0	7.0	10.5042	9.3712	8.5894	3.3219	9.6146	0.0	0.0	6.1293	3.1699	6.647	0.0	7.3841	8.7245	6.9887	7.3219	4.5236	0.0	0.0	5.4919	5.1699	4.6439	1.585	1.585	0.0	8.1898	7.5622	6.0224	5.9773	6.4757	1.0	1.0	9.8685	7.2095	9.817	1.585	9.8015	4.7549	2.0	4.7004	9.6312	6.1699	8.3963	10.1923	1.585	6.7811	8.8202	0.0	8.1548	4.3923	0.0	7.3997	8.5469	2.0	0.0	5.7274	1.585	7.3398	6.4757	9.3706	1.585	8.4471	2.585	1.0	0.0	10.1631	9.8728	5.5951	9.0224	3.3219	5.2422	4.3219	8.9277	6.2854	7.4676	9.2479	0.0	0.0	8.5314	2.9964
DKK1	7.3836	1.585	9.4676	7.8074	9.1749	0.0	9.4959	11.2744	0.0	8.655	0.0	0.0	0.0	8.817	7.1599	1.0	0.0	6.6147	5.6724	0.0	9.6092	8.9334	7.524	4.7004	4.585	6.9887	0.0	8.6036	0.0	0.0	1.0	9.9773	0.0	0.0	0.0	3.4594	0.0	0.0	8.7039	0.0	0.0	0.0	8.3576	6.9773	2.0	7.1293	0.0	0.0	8.1749	0.0	7.3924	9.6795	4.3923	2.585	1.0	7.6147	0.0	5.2479	0.0	3.1699	0.0	0.0	0.0	5.3219	0.0	0.0	1.0	1.0	7.1799	8.8202	6.1898	0.0	10.0487	3.8074	2.585	1.0	0.0	3.0	0.0	7.2946	6.6147	6.7142	3.0	4.858	7.3398	4.1699	5.2521	8.5584	2.3219	0.0	8.7344	1.585	8.2479	9.1972	0.0	9.2384	10.8641	6.6724	0.0	1.0
DKK4	7.098	7.8074	7.2668	9.8138	8.6865	0.0	6.5078	10.1	0.0	12.3339	0.0	6.2854	0.0	0.0	7.1799	4.3219	6.5392	2.0	11.2914	10.7539	10.8673	2.0	9.6459	6.6002	4.7549	0.0	0.0	9.4758	0.0	0.0	0.0	9.1824	0.0	0.0	0.0	5.7814	0.0	0.0	6.5546	0.0	0.0	0.0	7.3219	0.0	0.0	8.6456	0.0	0.0	10.6362	1.0	0.0	11.0151	0.0	1.0	11.2804	6.1293	0.0	5.3219	0.0	2.8074	0.0	0.0	10.3785	2.0	0.0	0.0	0.0	4.3219	7.4757	4.1699	10.7321	0.0	7.8392	7.6724	8.5507	1.0	0.0	8.3174	1.0	4.0875	2.0	0.0	1.585	7.0224	7.6935	4.9542	3.585	0.0	8.6582	0.0	8.8202	0.0	11.9237	5.2854	0.0	5.5236	10.4971	0.0	1.0	13.7642
DNAH6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJB9	0.0	1.0	1.0	6.9307	6.8329	0.0	0.0	8.6036	1.0	0.0	5.9399	1.0	2.585	1.0	3.1699	0.0	0.0	0.0	8.7211	1.0	0.0	3.0	4.7549	8.3174	7.5924	7.9542	0.0	1.0	6.5002	0.0	0.0	6.4757	0.0	2.3219	0.0	7.1396	7.4512	0.0	0.0	0.0	1.0	8.3619	6.7549	0.0	0.0	8.0986	0.0	6.9773	7.7616	7.0875	8.0553	8.983	7.983	9.4177	0.0	9.4129	8.9248	6.5999	3.7004	3.3219	0.0	1.0	0.0	0.0	3.9069	0.0	7.1085	0.0	7.7348	5.5546	4.6439	4.8585	9.3641	0.0	5.6724	6.8202	7.8329	0.0	7.0875	2.585	0.0	6.9542	0.0	9.3242	8.4512	2.3219	9.1561	0.0	8.6935	5.5546	5.3923	7.1997	0.0	0.0	6.2095	0.0	6.2095	0.0	4.464	6.4594
DNAJC6	0.0	2.0	0.0	1.0	0.0	0.0	0.0	5.9069	0.0	1.585	0.0	0.0	7.3823	0.0	0.0	5.6439	0.0	0.0	5.0875	0.0	0.0	1.585	4.3561	3.9069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2854	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	7.7879	3.8074	0.0	7.0553	6.15	2.585	1.585	0.0	0.0	0.0	0.0	0.0	0.0	1.2987	0.0	1.0	0.0	0.0	3.7004	0.0	1.0	0.0	3.585	5.6439	0.0	3.3219	0.0	1.0	6.858	0.0	0.9486	0.0	0.0	0.0	2.585	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8074	5.4263	0.0	0.0	0.0	0.0	1.0	3.4919	0.0	0.0	0.0	1.0	4.3161	0.0
DNM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2479	0.0	0.0	0.0	3.9069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4594	1.9928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3219	0.0	0.0	0.0	7.2854	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.858	0.0	0.0	0.0
DYNC1I2	4.9322	6.8455	7.5613	8.0056	6.7944	8.7381	6.2668	7.5078	6.6147	8.6074	9.0743	6.7944	6.4919	6.4263	6.2479	6.1977	5.615	2.3219	8.7715	7.8704	6.3576	7.4346	8.5078	5.3187	8.0443	6.9069	8.7381	8.3446	6.1898	8.5923	4.3923	7.8137	7.5314	9.0	6.4429	7.3202	8.0875	6.3041	8.098	6.5851	7.6139	7.6364	6.6294	7.8949	3.8074	7.3888	5.8826	6.2095	9.137	6.7004	6.3038	4.8074	4.84	7.6864	8.0609	4.3219	8.2907	7.3923	8.4094	6.7811	7.1599	6.6147	4.0	6.375	6.9069	7.453	6.0875	6.1977	8.5584	8.6257	8.4051	3.1699	8.9949	8.0607	7.5078	8.9497	7.4757	8.5973	6.7004	8.1948	2.3219	7.8072	1.585	5.4919	8.9106	6.6724	7.8265	6.0224	7.0661	10.2288	8.4388	5.3576	8.611	6.0444	6.9773	9.8497	7.0553	6.5546	7.4009	5.323
EDN1	0.0	0.0	0.0	0.0	0.0	5.1293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.9559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.9559	0.0	4.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF2AK3	1.0	0.0	0.0	0.0	4.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.9059	0.0	7.6093	0.0	0.0	0.0	2.585	5.0444	0.0	0.0	7.0768	1.585	1.585	5.8329	6.9307	0.0	1.0	4.585	2.8074	1.585	0.0	0.0	0.0	2.0	0.0	0.0	4.3219	0.0	0.0	6.6294	0.0	5.2854	3.1699	0.0	2.8074	1.585	7.8887	1.0	1.0	0.0	0.0	0.0	7.7748	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.6439	6.4919	1.0	0.0	3.0	5.0444	3.0	5.585	5.6724	3.1699	6.4094	0.0	0.0	3.7004
ELTD1	0.0	2.0	1.0	1.0	0.0	0.0	2.8074	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.6147	0.0	0.0	0.0	0.0	0.0	5.3576	0.0	0.0	0.0	0.0	0.0	8.3963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	3.8074	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.6147	0.0	7.6294	0.0	0.0	0.0	4.0	0.0	2.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.2342	0.0	0.0	0.0	0.0
EML6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8074	0.0	0.0	0.0	0.0	0.0	0.0	2.3219	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENDOD1	0.0	2.0	0.0	0.0	0.0	10.2324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6095	0.0	0.0	0.0	6.2095	10.2324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	2.0	2.585	0.0	1.0	2.3219	0.0	0.0	0.0	0.0	0.0	6.6263	0.0	0.0	0.0	3.585	0.0	0.0	0.0	8.3176	0.0	0.0	0.0	0.0	0.0	3.4594	0.0	0.0	5.1293	0.0	0.0	0.0	5.465	0.0	0.0	0.0	0.0	9.0147	0.0	7.0768	0.0	0.0
ENPP1	2.4005	1.7225	1.5945	6.7403	4.8022	7.3698	4.975	5.151	6.2498	7.8889	6.1315	1.6041	8.9119	8.1387	6.717	0.0	7.7789	7.017	5.5886	1.0072	4.3533	9.6035	6.5065	7.2084	7.3833	7.4101	7.3698	4.1875	5.8148	9.1876	1.8836	4.541	7.3271	7.6627	6.9542	6.5119	8.0623	7.4928	4.3284	5.4476	7.3968	4.9411	2.6938	7.9888	5.8537	7.9265	6.7733	0.0	1.0286	8.4546	7.5087	1.6041	8.5653	7.3153	2.2479	8.1757	7.4613	3.5211	2.3219	7.5728	1.0286	6.2498	1.0635	0.0	7.4133	6.3306	5.6767	0.0	1.6135	9.1869	3.5447	3.5261	2.0841	6.6754	7.5881	7.227	8.5402	4.847	8.4546	7.4709	7.017	8.2371	3.3674	1.6554	6.2856	8.538	7.56	1.0072	6.304	1.0	3.8135	6.6602	1.4436	3.1243	5.9364	7.6979	4.5747	0.0	8.6324	6.6683
ENPP2	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9129	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTPD3	0.0	1.0	0.0	0.0	4.9069	2.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4998	0.0	10.2778	0.0	0.0	0.0	0.0	2.3219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1699	0.0	0.0	8.9278	6.5078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2095	0.0	0.0	0.0	0.0
EPB41L4B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	5.0444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0875	0.0	0.0	0.0	0.0	0.0	1.0	7.9009	0.0	0.0	5.9307	7.3038	6.6147	3.9069	0.0	0.0	0.0	6.2244	7.6221	0.0	0.0	0.0	0.0	0.0	1.0	4.1699	0.0	5.3923	5.2869	5.6724	0.0	1.0	0.0	0.0	3.4594	0.0	2.585	0.0	0.0	1.585	0.0	0.0	7.3487	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	5.3923	4.0	0.0	0.0	1.0	6.7415	0.0	1.0	0.0	8.673	3.1699	5.2479	0.0	7.3038	0.0	0.0	5.0444	0.0	0.0	0.0	0.0	0.0
EPHA3	0.0	0.0	0.0	0.0	0.4854	1.1827	1.0704	0.0	0.0	0.0	0.0	0.0	0.0	1.4005	0.0	0.0	2.0	0.0	0.0	1.0772	0.0	0.8237	0.0	0.0	1.0909	1.2079	1.1827	1.0	0.0	0.9635	0.0	0.0	0.0	2.4777	0.0	0.0	0.0	1.5261	0.0	0.5059	1.3334	0.0	4.2854	1.0144	0.0	0.0	0.0	0.0	1.3618	1.1827	0.0	0.0	0.0	0.7137	0.0	0.0	0.0	1.6462	0.0	0.0	0.0	0.0	1.6276	0.0	1.0286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8237	0.0	0.0	0.0	0.0	1.0144	1.1827	0.0	0.0	1.6182	0.0	0.0	3.6971	0.0	0.0	1.1763	0.9928	0.0	0.0	0.0	1.6415	1.7655	0.0	0.9561	1.5898	0.0	0.0	1.1375
ERBB4	0.0	11.0578	9.8951	11.8365	10.8454	6.6865	11.4924	10.2247	0.0	13.2859	0.0	8.8324	1.585	0.0	6.5546	10.6424	4.6439	10.1109	12.2415	10.8301	13.3899	7.9307	10.5966	11.5235	5.4919	4.7549	6.6865	12.8678	0.0	0.0	0.0	12.231	3.7004	7.6143	0.0	7.5625	1.0	11.6914	9.2034	0.0	0.0	6.5392	13.0412	10.722	0.0	8.6865	0.0	0.0	11.316	0.0	0.0	12.3041	3.1699	0.0	5.858	10.4511	0.0	9.2432	0.0	7.0387	0.0	0.0	11.2414	5.9069	10.031	0.0	7.1498	10.6424	3.7004	5.858	9.9133	1.0	11.6207	11.3797	11.886	11.8701	0.0	12.4512	0.0	1.0	10.1109	0.0	11.9511	11.1004	11.9087	5.5546	10.3027	0.0	5.7004	0.0	11.5382	0.0	11.7971	0.0	0.0	7.1844	11.59	11.9813	5.8291	12.9442
ERC2	0.0	0.0	1.5898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4857	6.3923	1.0	8.6795	0.0	0.0	1.585	0.0	0.0	3.9069	4.0892	0.0	0.0	0.0	1.0	2.8074	0.0	1.585	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.4594	1.0	4.0	0.0	3.4594	0.0	4.0875	0.0	1.585	0.0	6.7004	0.0	1.585	0.0	1.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	3.4594	1.0	0.0	3.4594	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7004	3.8074	2.0	0.0	2.0	0.0	0.0	5.3219
ETV1	2.0	4.3219	3.5874	2.3219	1.0	0.0	1.585	5.5546	9.5137	5.858	5.2854	0.0	1.0	8.4717	0.0	6.2595	4.0	0.0	7.5999	0.0	0.0	0.0	7.2095	4.9982	0.0	3.0	0.0	1.585	4.0	6.7766	2.585	7.9773	6.2854	3.1699	8.0821	4.5154	2.585	0.0	2.8074	4.9542	8.7922	1.0	4.8074	3.1699	1.0	3.0	4.2479	3.4594	5.7549	5.7279	7.4512	2.0	0.0	5.9307	4.3219	2.8074	4.6439	1.585	7.2389	2.585	7.6795	9.5137	0.0	5.9069	5.7814	5.2095	3.9069	6.2595	4.2994	8.1997	2.8074	8.1292	6.1085	6.5228	0.0	6.7682	2.0	5.5236	5.7279	5.3223	0.0	5.1293	0.0	0.0	0.0	3.7004	2.8074	3.8074	3.0	6.7549	4.858	2.3219	1.0	1.585	8.0112	3.8074	7.7347	1.0	5.5236	0.0
EYA4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5546	0.0	0.0
F2RL2	0.0	2.0215	0.0	0.0	0.0	0.0	1.511	1.9107	3.0993	0.0	0.0	0.0	1.5898	0.9709	1.4276	0.0	2.6182	1.3896	1.669	1.157	0.7049	1.9449	1.7655	1.6781	4.7544	3.4764	0.0	1.0704	1.6135	2.4033	0.5558	2.8197	2.5484	3.0566	0.0	0.0	2.0461	10.5513	0.0	1.7527	5.0575	2.0942	0.0	2.7268	1.4542	3.5148	2.3219	1.0	1.189	4.5904	0.0	1.0072	1.4168	3.0704	0.9107	0.9709	2.5993	3.1827	0.0	2.5361	1.9928	3.0993	1.2203	1.275	5.4107	2.7887	0.0	0.0	2.3646	0.7485	2.5435	2.6064	2.342	1.257	1.0635	5.489	1.0356	2.8135	4.5904	1.9891	1.3896	2.696	2.0391	1.9523	2.86	2.5656	0.0	1.6508	2.7908	0.0	1.9184	0.9561	1.3161	0.0	2.511	2.4828	1.269	2.8856	5.8153	2.8836
FAM111B	5.4383	5.7371	5.9172	7.196	4.5916	2.585	5.3913	5.4236	7.2047	5.9484	6.966	2.6229	6.3915	4.6707	4.541	5.2307	4.0583	5.6971	6.5509	5.6053	6.4278	8.9115	5.8304	7.0458	6.1043	7.1371	2.585	6.2205	6.847	8.3589	6.0851	6.1198	4.3764	7.0849	7.044	7.4914	6.6791	5.8634	4.5254	6.8086	7.4938	4.814	5.943	4.5928	7.961	5.4323	6.1024	1.0	5.4326	6.4119	7.1357	6.0005	5.1599	5.0166	5.3968	6.7573	6.503	6.9526	7.2245	5.9575	8.7892	7.2047	5.477	6.493	6.09	4.7597	5.0892	5.2307	5.9124	2.1827	4.706	6.5624	3.7918	4.7027	5.4212	6.0418	6.5423	5.978	6.4119	8.1706	5.6971	6.3418	7.6877	4.0045	6.4378	5.6918	4.9528	2.9635	5.7085	4.1922	7.7709	2.406	5.076	6.5354	5.9528	4.9878	6.1853	5.8721	6.5415	6.2643
FAM122C	3.4699	2.6041	8.3247	8.1806	0.5656	1.4699	3.009	3.7093	3.5236	5.1173	2.6599	2.6206	5.0592	3.5534	8.5678	3.479	3.373	2.3923	4.1235	2.7592	3.9837	2.7398	4.6433	5.2327	5.6232	4.5753	1.4699	3.4699	2.9653	3.943	2.86	6.6542	1.4168	5.8885	3.1276	8.5626	5.0356	7.4709	3.8043	3.585	5.044	4.6124	3.8227	4.2824	2.3868	4.6387	0.7398	1.0286	3.8217	4.4263	2.4356	4.1747	3.4046	3.4867	6.4227	7.5073	3.9982	4.8963	0.0	4.5323	4.3291	3.5236	2.7225	2.0072	5.9889	3.1094	3.9505	3.479	6.8235	4.1359	2.757	4.8032	3.1635	2.0635	2.8699	3.9991	2.4168	6.9026	4.4263	3.0391	2.3923	3.5753	5.6871	2.1795	3.8817	3.2342	4.26	1.7527	6.5477	0.8074	4.2418	2.9764	5.2133	2.9542	5.8975	4.5392	5.4074	4.2979	4.7761	3.0909
FAM135B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM151B	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4919	0.0	0.0	0.0	0.0	0.0	0.0	2.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM154B	1.516	8.9279	1.251	1.111	0.0	0.0	1.4699	1.1243	1.4594	0.9184	7.6221	0.0	0.0	0.0	0.0	1.0	0.9782	0.0	1.696	0.0	0.0	1.275	1.0356	1.6182	1.433	0.9855	0.0	0.0	0.0	0.0	0.0	6.0881	0.0	3.1731	0.0	0.0	1.0	0.0	1.5211	0.0	0.0	1.0496	2.8135	1.7225	0.0	1.5509	0.0	0.0	1.9336	1.251	0.0	0.0	0.0	3.2357	2.0	0.0	1.263	0.0	0.0	1.9964	0.0	1.4594	0.0	0.0	1.9928	0.0	1.0	1.0	2.3533	0.0	0.0	0.0	1.5801	0.0	0.0	0.5059	0.0	0.0	1.251	0.0	0.0	1.7782	1.6041	1.7991	1.1177	0.0	0.9855	1.0	6.3352	0.0	0.9928	0.0	1.585	1.0	1.0286	1.0144	1.4854	3.7093	1.585	2.3334
